Environment,2.1
Education,1
Society,0.7454545454545454
Media,1
Life and style,1
World news,1.9633970960424558
Politics,1
Culture,1
Music,1
Opinion,2.7421333426023624
Law,1
Business,1
Film,1
UK news,1
Art and design,1
Football,1
Technology,1
News,1
From the Observer,1
Television & radio,1
